설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,휴지통종류,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
서초역 3번출구 앞,서울특별시,서초구,,서울특별시 서초구 서초동1541-5(반포대로),37.49092158,127.0079134,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
서초역 2번출구 앞,서울특별시,서초구,서울특별시 서초구 서초대로 240,,37.49157706,127.0083435,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
한독모터스 앞,서울특별시,서초구,서울특별시 서초구 반포대로72,,37.48692867,127.0105871,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
서초고용센터 앞,서울특별시,서초구,서울특별시 서초구 반포대로43,,37.48422977,127.0108415,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
와라와라 앞,서울특별시,서초구,서울특별시 서초구 반포대로38,,37.48389485,127.0119208,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
버스정류장 앞(22112),서울특별시,서초구,서울특별시 서초구 효령로341,,37.48663971,127.0213145,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
버스정류장 앞(22126),서울특별시,서초구,서울특별시 서초구 효령로418,,37.4886106,127.0295891,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
버스정류장 앞(22446),서울특별시,서초구,서울특별시 서초구 효령로336,,37.48602619,127.0209888,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
양재시민의 숲 4번출구,서울특별시,서초구,서울특별시 서초구 강남대로27,,37.46827871,127.0391364,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
페이토호텔 앞,서울특별시,서초구,서울특별시 서초구 강남대로259,,37.48657325,127.0326334,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
남부터미널 역 5번출구 옆,서울특별시,서초구,서울특별시 서초구 효령로292,,37.48354661,127.0151109,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
버스정류장 앞(22250),서울특별시,서초구,서울특별시 서초구 효령로92,,37.48016182,126.9945968,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
버스정류장 앞(22979),서울특별시,서초구,서울특별시 서초구 효령로22,,37.4773868,126.9874824,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
양재시민의 숲 1번출구 앞 버스정류장(222-98),서울특별시,서초구,서울특별시 서초구 강남대로45-2,,37.46860382,127.0395902,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
양재시민의 숲 3번출구,서울특별시,서초구,서울특별시 서초구 강남대로48-3,,37.469282,127.0399092,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
일동제약사거리 버스정류장(22-291),서울특별시,서초구,,서울특별시 서초구 양재동 105-4(강남대로),37.47859191,127.0384311,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
상록빌딩 앞,서울특별시,서초구,서울특별시 서초구 강남대로148,,37.47788797,127.0391803,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
양재역 7번출구 옆,서울특별시,서초구,서울특별시 서초구 남부순환로2585,,37.48393473,127.0345442,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
맥도널드 앞,서울특별시,서초구,서울특별시 서초구 강남대로213,,37.48276664,127.0349496,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
양재역 11번출구 옆,서울특별시,서초구,서울특별시 서초구 남부순환로2585,,37.48393473,127.0345442,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
우곡 마을회관 근처,경상북도,영덕군,,경상북도 영덕군 영덕읍 우곡리 491-45,36.40602339,129.3755674,,일반쓰레기,경상북도 영덕군청,054-730-6194,2025-08-28,5180000,경상북도 영덕군
남석3리 마을회관 앞,경상북도,영덕군,,경상북도 영덕군 영덕읍 남석리 66-22,36.40983742,129.3686186,,일반쓰레기,경상북도 영덕군청,054-730-6194,2025-08-28,5180000,경상북도 영덕군
영덕시장 승강장 옆,경상북도,영덕군,,경상북도 영덕군 영덕읍 우곡리 490-4,36.40858173,129.3712698,,일반쓰레기,경상북도 영덕군청,054-730-6194,2025-08-28,5180000,경상북도 영덕군
영덕군 먹거리센터 앞,경상북도,영덕군,,경상북도 영덕군 영덕읍 남석리 205-1,36.41158555,129.3652492,,일반쓰레기,경상북도 영덕군청,054-730-6194,2025-08-28,5180000,경상북도 영덕군
황곡리 265-1번지 앞,충청남도,홍성군,충청남도 홍성군 구항면 구항길240번길 21,,36.5830161,126.6240259,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
내현리 375-1번지 앞,충청남도,홍성군,충청남도 홍성군 구항면 거북로 440,,36.57052522,126.6092873,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
마온리 358-2번지 앞,충청남도,홍성군,충청남도 홍성군 구항면  충서로999번길 101-65,,36.56780825,126.6390658,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
용주면_고품리(암롤박스),경상남도,합천군,경상남도 합천군 용주면 고품부흥1길 10-28,,35.5543751,128.1151668,경상남도 안전체험관,기타,경상남도 합천군청,055-930-3304,2025-07-24,5480000,경상남도 합천군
용주면_가호리(암롤박스),경상남도,합천군,경상남도 합천군 용주면 합천호수로 757,,35.5490189,128.0710082,영상테마파크,기타,경상남도 합천군청,055-930-3304,2025-07-24,5480000,경상남도 합천군
대병면_회양리(암롤박스),경상남도,합천군,경상남도 합천군 대병면 합천호반로 4,,35.5314136,128.0317584,K-water 합천댐지사,기타,경상남도 합천군청,055-930-3304,2025-07-24,5480000,경상남도 합천군
가회면_둔내리(암롤박스)_1,경상남도,합천군,경상남도 합천군 가회면 황매산공원길 263,,35.4851395,127.9842519,황매산숲속야영장,기타,경상남도 합천군청,055-930-3304,2025-07-24,5480000,경상남도 합천군
가회면_둔내리(암롤박스)_2,경상남도,합천군,경상남도 합천군 가회면 황매산공원길 331,,35.4816328,127.9820485,황매산오토캠핑장,기타,경상남도 합천군청,055-930-3304,2025-07-24,5480000,경상남도 합천군
가회면_둔내리(암롤박스)_3,경상남도,합천군,,경상남도 합천군 가회면 둔내리 산210,35.4864836,128.0008161,법연원,기타,경상남도 합천군청,055-930-3304,2025-07-24,5480000,경상남도 합천군
대양면_정양리(암롤박스),경상남도,합천군,,경상남도 합천군 대양면 정양리 613,35.5584161,128.1667081,,기타,경상남도 합천군청,055-930-3304,2025-07-24,5480000,경상남도 합천군
삼가면_어전리(암롤박스),경상남도,합천군,경상남도 합천군 삼가면 합천대로 455,,35.3841527,128.1091347,,기타,경상남도 합천군청,055-930-3304,2025-07-24,5480000,경상남도 합천군
양재역 1번출구 옆,서울특별시,서초구,서울특별시 서초구 남부순환로2585,,37.48393473,127.0345442,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
지하철 환풍구 옆,서울특별시,서초구,서울특별시 서초구 강남대로299,,37.48975281,127.0309834,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
신한금융투자 강남중앙지점 앞,서울특별시,서초구,서울특별시 서초구 강남대로343,,37.49351955,127.0292412,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
티월드 앞,서울특별시,서초구,서울특별시 서초구 강남대로359,,37.49479896,127.0286098,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
도씨에빛 1 앞,서울특별시,서초구,서울특별시 서초구 강남대로365,,37.49532341,127.0283489,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
던킨도너츠 앞,서울특별시,서초구,서울특별시 서초구 강남대로373,,37.49598293,127.0280101,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
대동빌딩 앞,서울특별시,서초구,서울특별시 서초구 강남대로415,,37.4995604,127.0263398,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
이니스프리 앞,서울특별시,서초구,서울특별시 서초구 강남대로423,,37.50030971,127.0258153,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
유화빌딩 앞,서울특별시,서초구,서울특별시 서초구 강남대로441,,37.50173585,127.0252785,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
자라 앞,서울특별시,서초구,서울특별시 서초구 강남대로447,,37.50219197,127.0250968,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
신논현역2번출구 뒤,서울특별시,서초구,서울특별시 서초구 강남대로477-2,,37.504919,127.0240413,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
스타벅스 앞,서울특별시,서초구,서울특별시 서초구 강남대로483,,37.50532543,127.023649,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
고도일병원 앞,서울특별시,서초구,서울특별시 서초구 강남대로505,,37.50701446,127.0227028,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
대도식당 앞,서울특별시,서초구,서울특별시 서초구 강남대로567,,37.51239375,127.0200688,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
신사역4번출구 옆,서울특별시,서초구,서울특별시 서초구 강남대로603-2,,37.51555521,127.0194711,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
오르셀의원 앞,서울특별시,서초구,서울특별시 서초구 강남대로623,,37.51740815,127.0187331,,재활용쓰레기,서울특별시 서초구청,02-2155-6728,2025-07-31,3210000,서울특별시 서초구
버스정류장(17507),서울특별시,구로구,서울특별시 구로구 구로동로 153,서울특별시 구로구 구로동 413-88,37.4923559,126.8834335,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26,3160000,서울특별시 구로구
마온리 325번지 앞,충청남도,홍성군,충청남도 홍성군 구항면 충서로 999번길101-6,,36.56985126,126.6409254,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
태봉리 330-6번지 앞,충청남도,홍성군,충청남도 홍성군 구항면  구항남길 544,,36.56825784,126.5972872,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
신곡리 690번지 앞,충청남도,홍성군,충청남도 홍성군 구항면  충서로726번길 142,,36.54262949,126.6486726,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
장양리 663-3번지 앞,충청남도,홍성군,,충청남도 홍성군 구항면  장양리 663-3,36.58085324,126.5900856,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
신안리 743번지 앞,충청남도,홍성군,충청남도 홍성군 갈산면 수덕사로324번길 64,,36.61835518,126.5929713,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
와리 11-2번지 앞,충청남도,홍성군,충청남도 홍성군 갈산면 백야로 314번길 57,,36.58266883,126.5619087,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
와리 95번지 앞,충청남도,홍성군,충청남도 홍성군 갈산면 백야로 390,,36.58730101,126.5547518,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
오두리 182-3번지 앞,충청남도,홍성군,,충청남도 홍성군 갈산면  오두리182-3,36.59646882,126.5283742,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
와리 2-11번지 앞,충청남도,홍성군,충청남도 홍성군 갈산면  백야로246번길 65,,36.58120146,126.5648484,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
형산리 36-6번지 앞,충청남도,홍성군,,충청남도 홍성군 결성면 형산리 36-6,36.58522207,126.5757462,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
교향리,충청남도,홍성군,,충청남도 홍성군 결성면 교향리 125-2,36.54725,126.547,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
교항리 1009번지 앞,충청남도,홍성군,,충청남도 홍성군 결성면 교항리 1009,36.57800692,126.5436265,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
금곡리 840번지 앞,충청남도,홍성군,,충청남도 홍성군 결성면 금곡리 840,36.52954709,126.5602166,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
교항리 339-7번지 앞,충청남도,홍성군,,충청남도 홍성군 결성면 교항리 339-7,36.58346125,126.54247,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
학산리 682-2번지 앞,충청남도,홍성군,충청남도 홍성군 은하면 구성남로310번길 150-4,,36.53446129,126.5682931,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
학산리 24번지 앞,충청남도,홍성군,충청남도 홍성군 은하면 은하로129번길 76,,36.53084196,126.5793994,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
장곡리 239-8번지 앞,충청남도,홍성군,충청남도 홍성군 은하면 은하로406번길 156,,36.55123827,126.6063121,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
덕실리 205번지 앞,충청남도,홍성군,충청남도 홍성군 은하면 홍남서로886번길 177,,36.50831371,126.5656438,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
화계리 88-3번지 앞,충청남도,홍성군,충청남도 홍성군 장곡면 홍남동로 474번길 120-1,,36.49996196,126.6814598,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
월계리 53번지 앞,충청남도,홍성군,충청남도 홍성군 장곡면 장곡동길 660,,36.53757321,126.7390158,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
신풍리 126-2번지 앞,충청남도,홍성군,충청남도 홍성군 장곡면 장곡길534번길 49,,36.48525286,126.6950176,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
지정리 544번지 앞,충청남도,홍성군,충청남도 홍성군 장곡면 지정1길 41-8,,36.53030448,126.7040989,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
상송리 618-4번지 앞,충청남도,홍성군,충청남도 홍성군 장곡면  홍남동로 713번길 190,,36.50785508,126.7039209,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
도산리 489-1번지 앞,충청남도,홍성군,충청남도 홍성군 장곡면  홍남동로461,,36.50516139,126.6912807,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
신풍리 60-1번지 앞,충청남도,홍성군,,충청남도 홍성군 장곡면  신풍리 60-1,36.49400989,126.6918792,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
봉서리 468-2번지 앞,충청남도,홍성군,충청남도 홍성군 금마면 금마로436번길 71,,36.60419912,126.7524657,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
송암리 66-2번지 앞,충청남도,홍성군,충청남도 홍성군 금마면 홍양길 518,,36.60101835,126.72193,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
화양리 317-16번지 앞,충청남도,홍성군,,충청남도 홍성군 금마면 화양리 317-16,36.61880235,126.7237673,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
죽림리 719-29번지 앞,충청남도,홍성군,,충청남도 홍성군 금마면 죽림리 719-29,36.61701054,126.7125174,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
죽림리 82-30번지 앞,충청남도,홍성군,,충청남도 홍성군 금마면 죽림리 82-30,36.61462345,126.716211,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
홍원리 790-5번지 앞,충청남도,홍성군,충청남도 홍성군 홍동면 광금남로498번길 89,,36.54310735,126.6863898,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
신기리 382-7번지 앞,충청남도,홍성군,,충청남도 홍성군 홍동면 신기리 382-7,36.58056199,126.7144232,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
대동리 193번지 앞,충청남도,홍성군,충청남도 홍성군 홍북읍 홍북로 450,,36.65016309,126.6919755,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
산수리 90-5번지 앞,충청남도,홍성군,충청남도 홍성군 홍북읍 금북로 364-41,,36.64845571,126.7232123,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
갈산리,충청남도,홍성군,,충청남도 홍성군 홍북읍 홍북읍 갈산리 244-3,36.64205,126.69,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
대인리,충청남도,홍성군,,충청남도 홍성군 홍북읍 홍북읍 대인리 602-6,36.64205,126.69,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
석택리 585-5번지 앞,충청남도,홍성군,충청남도 홍성군 홍북읍 홍북로 502번길 54,,36.65165786,126.7013768,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
대동리 170-21번지 앞,충청남도,홍성군,충청남도 홍성군 홍북읍 홍북로 453번길 47-19,,36.64955412,126.689622,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
신정리 49-1번지 앞,충청남도,홍성군,충청남도 홍성군 홍북읍 금북로614번길118,,36.6693017,126.7388282,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
내덕리 762-30번지 앞,충청남도,홍성군,충청남도 홍성군 홍북읍 내용길 270,,36.61808004,126.6926859,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
중계리 743-2번지 앞,충청남도,홍성군,충청남도 홍성군 홍북읍 홍천문화2길30-14,,36.62628097,126.642329,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
산수리 462-1번지 앞,충청남도,홍성군,충청남도 홍성군 홍북읍 금북로 366,,36.64962341,126.7218254,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
상하리 454-1번지 앞,충청남도,홍성군,충청남도 홍성군 홍북읍 이응노로 307,,36.6314193,126.653511,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
상정리 653-3번지 앞,충청남도,홍성군,,충청남도 홍성군 광천읍 상정리 653-3,36.50954832,126.6121306,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
상정리 580-3번지 앞,충청남도,홍성군,,충청남도 홍성군 광천읍 상정리 580-3,36.50555151,126.6112,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
소암리 344-4번지 앞,충청남도,홍성군,,충청남도 홍성군 광천읍 소암리 344-4,36.50026369,126.6368659,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
가정리 502-3번지 앞,충청남도,홍성군,,충청남도 홍성군 광천읍 가정리 502-3,36.50353205,126.648406,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
우주은하아파트 앞,충청남도,홍성군,충청남도 홍성군 광천읍 홍남로623-18,,36.50512729,126.620022,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
월림리 291-1번지 앞,충청남도,홍성군,충청남도 홍성군 광천읍 월림1길 20-4,,36.52149433,126.6471813,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
담산리 228번지 앞,충청남도,홍성군,충청남도 홍성군 광천읍 담산길 13,,36.49632354,126.6426721,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
매현리 546번지 앞,충청남도,홍성군,충청남도 홍성군 광천읍 매현1길 2,,36.52226833,126.6336432,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
새드림타운하우스 앞,충청남도,홍성군,충청남도 홍성군 광천읍 충서로 206-12,,36.50244773,126.6178831,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
오관리 875-19번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 오관리 875-19,36.60086047,126.6589627,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
대교리 16-7번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 대교리 16-7,36.605952,126.6817526,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
대교리 30-2번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 대교리 30-2,36.60577826,126.6772135,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
월산리 830-4번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 월산리 830-4,36.60039943,126.6465531,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
고암리 570-9번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 고암리 570-9,36.59834807,126.6747773,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
오관리 587-4번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 오관리 587-4,36.59755443,126.6598002,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
내법리 154-5번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 내법리 154-5,36.61116754,126.6774255,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
한진에버빌 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 오관리 726-5,36.60362705,126.65695,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
내법리 330-2번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 내법리 330-2,36.6165635,126.6737312,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
부영1차아파트 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 월산리 850,36.6024162,126.6497034,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
고암리 552-6번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 고암리 552-6,36.59883,126.673,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
버스정류장(17222),서울특별시,구로구,서울특별시 구로구 구로동로 238-1,서울특별시 구로구 구로동 497-7,37.49983443,126.8826164,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26,3160000,서울특별시 구로구
남장리 507-8번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 남장리 507-8,36.58125753,126.6539618,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
남장리 108-19번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 남장리 108-19,36.59296259,126.6648363,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
남장리 422-5번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 남장리 422-5,36.57734382,126.6549732,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
오관리 904번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 오관리904,36.59768418,126.6541879,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
월산리 901번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 월산리 901,36.599025,126.6504631,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
오관리 411-21번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 오관리 411-21,36.59994116,126.663184,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
오관리 715-21번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 오관리 715-21,36.60410982,126.6599375,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
원우빌라 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 대교리 443-32,36.60668851,126.663853,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
옥암리 633-1번지 앞,충청남도,홍성군,충청남도 홍성군 홍성읍 내포로 251번길120,,36.58348157,126.6420953,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
도로변(구로중앙로 135-6)(1),서울특별시,구로구,서울특별시 구로구 구로중앙로 135-6,서울특별시 구로구 구로동 500-27,37.49995073,126.8828691,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26,3160000,서울특별시 구로구
홍대 어썸 앞,서울특별시,마포구,서울특별시 마포구 잔다리로 8,서울특별시 마포구 서교동 363-6,37.55088607,126.9222846,,일반쓰레기,서울특별시 마포구청,02-3153-9222,2025-11-28,3130000,서울특별시 마포구
홍대상상마당 부근(2),서울특별시,마포구,서울특별시 마포구 어울마당로 65,서울특별시 마포구 서교동 367-5,37.5509577,126.921063,,일반쓰레기,서울특별시 마포구청,02-3153-9222,2025-11-28,3130000,서울특별시 마포구
홍대상상마당 부근(1),서울특별시,마포구,서울특별시 마포구 어울마당로 65,서울특별시 마포구 서교동 367-5,37.5509577,126.921063,,일반쓰레기,서울특별시 마포구청,02-3153-9222,2025-11-28,3130000,서울특별시 마포구
홍대한신포차 앞,서울특별시,마포구,서울특별시 마포구 잔다리로 13,서울특별시 마포구 서교동 407-23,37.5505701,126.9216259,,일반쓰레기,서울특별시 마포구청,02-3153-9222,2025-11-28,3130000,서울특별시 마포구
빈티지플러스 홍대점 앞,서울특별시,마포구,서울특별시 마포구 어울마당로 76,서울특별시 마포구 서교동 364-18,37.55173887,126.921615,,일반쓰레기,서울특별시 마포구청,02-3153-9222,2025-11-28,3130000,서울특별시 마포구
